10000,0,0.6260269999725214,-110.50801273715985,1,7,-0.5679531275182846,-0.2633230898284358
10000,1,0.43361675254324245,-106.2018634197248,1,0,0.3398047138829456,-0.2693626635394688
10000,2,0.8799284556631726,-114.50007878500753,1,5,-0.3636963968971337,0.8012484121480794
10000,3,0.929256490995288,-115.1396612915463,1,6,-0.6196127576674637,0.6925298958114346
10000,4,0.6516544370937156,-110.9784686309558,1,6,-0.5716862704630301,-0.3127751805178897
10000,5,0.2134845136329031,-97.89289216215576,1,3,0.20909750680867747,0.0430565930778582
10000,6,0.4093370062670203,-105.52618724241313,1,4,-0.08328825532660747,-0.4007740650594752
10000,7,0.7135900030415763,-112.0431164447207,1,0,-0.634747573150099,-0.32604633232247315
10000,8,0.746217812140378,-112.56737150759864,1,5,-0.3443941218720058,0.6619922295432042
10000,9,0.8866658948133477,-114.5895201040443,1,2,-0.6351335396654245,0.6186936203139831
10000,10,0.7064876722780548,-111.9258238790387,1,7,-0.6164269061209692,-0.3451705382720169
10000,11,0.826914027267296,-113.77142969571291,1,1,-0.6631741586681245,-0.49395024422126116
10000,12,0.633670380904408,-110.65031200942563,1,3,0.5358745604774595,0.3381961074119971
10000,13,0.41942098450411247,-105.81155419391169,1,6,0.28769977563337346,0.30519305585629813
10000,14,0.43117622239899456,-106.13567968855438,1,5,-0.34663495766413366,0.2564315520513252
10000,15,0.47278578655542636,-107.21593911851487,1,7,-0.43119525429828914,0.1938995942220275
10000,16,0.5794745529042552,-109.60192796498683,1,1,-0.40175866411038846,-0.4175891920007299
10000,17,0.7491188501902023,-112.61286958651276,1,0,0.36554323691813406,-0.653878577148467
10000,18,0.15494479951419265,-94.1347791185571,1,3,-0.09202968925167546,-0.12465322776700734
10000,19,0.18474256004820966,-96.19730785291549,1,3,-0.0252246140363163,-0.1830123830233496
10000,20,0.9941586101818726,-115.93130331118596,1,6,-0.8770893850778084,0.46804439189310265
10000,21,0.6450632427231949,-110.859261976907,1,5,0.02779792054172917,-0.6444640119712809
10000,22,0.7967415650843069,-113.3355718087202,1,5,-0.6884048158875362,-0.4011183503603871
10000,23,0.7646342438722259,-112.853251083755,1,7,-0.5034025807267271,-0.5755444106406749
10000,24,0.4120630801548734,-105.60402002269701,1,6,0.363470855462254,0.1941260396141097
10000,25,0.25139281077976855,-99.80952705173753,1,0,0.24639124309793023,-0.04989690006813207
10000,26,0.7132491028874415,-112.03751332021058,1,2,0.3756628701261008,-0.606301649988156
10000,27,0.7750256767966646,-113.01153445784325,1,5,-0.5008165029733398,-0.5914791881745991
10000,28,0.2983893991361134,-101.81915152783503,1,7,0.11790855684885072,0.27410546462745344
10000,29,0.903058118103645,-114.80432392969185,1,3,0.7211549931514486,-0.5435526106327069
10000,30,0.7485071159127624,-112.60329020323479,1,2,0.35481006062414133,0.6590695892331361
10000,31,0.7149942671489001,-112.06616910990341,1,2,-0.3240993559495877,-0.6373197074693794
10000,32,0.8202239139629666,-113.67617553357513,1,0,0.3484555738370946,-0.7425267551399001
10000,33,0.6005987935901792,-110.0217802986787,1,6,-0.05495109703773145,-0.5980796667638255
10000,34,0.8861076542895887,-114.58213517746545,1,2,0.22204120965379093,-0.8578370918805497
10000,35,0.8980020767616853,-114.73848820804545,1,5,0.8635663451345943,0.24629433087096925
10000,36,0.7621667174537502,-112.8153494582958,1,4,-0.7620319756001572,-0.014330853329302354
10000,37,0.5682344606891748,-109.37224433760669,1,5,-0.425270842217302,-0.37687546096091745
10000,38,0.9441491753945247,-115.32609669052272,1,5,0.488686824399838,0.8078383830050184
10000,39,0.6489820312799707,-110.93028215531115,1,0,-0.6391127815043663,-0.11274985340136345
10000,40,0.5256583827253287,-108.4589970526385,1,2,-0.22885172821975616,-0.4732268185767149
10000,41,0.985323436605552,-115.82662794857944,1,7,-0.6186277457359592,-0.7669171969188203
10000,42,0.330139002968559,-103.00481455496009,1,0,0.2632203692183228,-0.1992656480922992
10000,43,0.5678819772902282,-109.36496831718692,1,4,0.1431999560023773,0.5495304475022075
10000,44,0.8536198538723134,-114.14414170384121,1,0,-0.1302652238277504,0.8436218503488964
10000,45,0.436187431794815,-106.27117498956855,1,1,-0.41567260671139833,0.13219591402727834
10000,46,0.6725605580452775,-111.34874765846868,1,3,-0.3660678007426906,-0.564209242655227
10000,47,0.47221175651718045,-107.20169347526479,1,2,-0.02369148893144869,0.47161706536686304
10000,48,0.847043293093958,-114.05345141746169,1,2,0.8247689845816533,0.19297269871047923
10000,49,0.41189563002960167,-105.59925397806748,1,7,-0.03234935274509191,0.4106233425104522
